longitude,latitude,Labels
-74.57366,49.3774,#FA3E0C
-73.745685,45.575697,#17FA2B
-114.16396,50.996422,#17FA2B
-75.69211,45.64719,#FA3E0C
-113.951289,50.942946,#17FA2B
-79.45751,47.36301,#FA3E0C
-69.57919,49.31835,#FA3E0C
-122.732177,49.250615,#17FA2B
-79.355679,43.747351,#17FA2B
-78.6143,53.05486,#FA3E0C
-79.31405,49.23322,#FA3E0C
-73.89337,45.98322,#FA3E0C
-72.80814,47.29766,#FA3E0C
-69.0089,49.27338,#FA3E0C
-75.66533,47.64179,#FA3E0C
-75.616777,45.399583,#17FA2B
-73.661837,45.475645,#17FA2B
-69.8396,49.2291,#FA3E0C
-73.641105,45.511027,#17FA2B
-77.90716,48.51889,#FA3E0C
-75.758138,45.361792,#17FA2B
-79.20713,47.82824,#FA3E0C
-113.9275,51.156954,#17FA2B
-79.690666,43.697496,#17FA2B
-73.2115,47.35762,#FA3E0C
-114.039657,51.035979,#17FA2B
-75.56,46.0469,#FA3E0C
-77.0614,49.00719,#FA3E0C
-75.9287,46.07644,#FA3E0C
-69.92722,49.08873,#FA3E0C
-65.29028,48.05756,#FA3E0C
-71.98972,45.59772,#FA3E0C
-75.64839,46.44455,#FA3E0C
-73.701538,45.61341,#17FA2B
-75.6222,52.5906,#FA3E0C
-72.27297,45.55846,#FA3E0C
-73.502162,45.434638,#17FA2B
-73.649982,45.550634,#17FA2B
-113.992662,51.021054,#17FA2B
-71.91667,46.40258,#FA3E0C
-75.799836,45.405289,#17FA2B
-75.748693,45.391781,#17FA2B
-123.07974,49.115846,#17FA2B
-79.1741,48.1643,#FA3E0C
-73.74282,45.562291,#17FA2B
-123.098311,49.114812,#17FA2B
-75.615172,45.408953,#17FA2B
-79.399448,43.673013,#17FA2B
-77.89577,49.79227,#FA3E0C
-74.0914,46.0594,#FA3E0C
-73.445356,45.551832,#17FA2B
-75.605098,45.339822,#17FA2B
-76.02908,50.96073,#FA3E0C
-76.10369,45.59233,#FA3E0C
-78.58025,54.32464,#FA3E0C
-69.04353,49.06835,#FA3E0C
-79.6487,43.627274,#17FA2B
-73.13639,49.20084,#FA3E0C
-75.738862,45.400047,#17FA2B
-75.781103,45.354059,#17FA2B
-74.1086,45.8303,#FA3E0C
-122.778406,49.228568,#17FA2B
-113.935654,51.132948,#17FA2B
-79.466573,43.771715,#17FA2B
-73.682729,45.514508,#17FA2B
-74.73559,46.65528,#FA3E0C
-79.667842,43.770799,#17FA2B
-79.12728,46.76169,#FA3E0C
-72.9497,45.8042,#FA3E0C
-79.353871,43.7765,#17FA2B
-73.827684,45.41842,#17FA2B
-78.89076,48.73502,#FA3E0C
-66.7394,48.0164,#FA3E0C
-76.72933,45.8729,#FA3E0C
-76.0508,46.27878,#FA3E0C
-123.170142,49.151983,#17FA2B
-73.9075,46.6661,#FA3E0C
-73.457978,45.560256,#17FA2B
-70.3475,49.4554,#FA3E0C
-114.052661,50.897924,#17FA2B
-75.74685,45.336676,#17FA2B
-123.018598,49.153131,#17FA2B
-74.91667,46.26439,#FA3E0C
-123.037768,49.109431,#17FA2B
-70.26644,48.79766,#FA3E0C
-65.52272,49.2485,#FA3E0C
-79.548811,43.823645,#17FA2B
-73.697727,45.489315,#17FA2B
-75.712817,45.382995,#17FA2B
-77.16537,46.05036,#FA3E0C
-114.012545,51.043411,#17FA2B
-77.0509,46.11751,#FA3E0C
-114.100398,51.080776,#17FA2B
-122.890319,49.188133,#17FA2B
-75.9139,45.9016,#FA3E0C
-70.05717,46.57464,#FA3E0C
-69.54673,50.29587,#FA3E0C
-122.992068,49.208416,#17FA2B
-72.29138,46.69095,#FA3E0C
-76.0327,45.6964,#FA3E0C
-123.044257,49.181769,#17FA2B
-73.676913,45.458313,#17FA2B
-71.06101,46.77788,#FA3E0C
-72.06418,48.89898,#FA3E0C
-75.52637,47.24131,#FA3E0C
-78.8918,48.2898,#FA3E0C
-122.85124,49.113321,#17FA2B
-69.46708,51.07644,#FA3E0C
-73.594448,45.568388,#17FA2B
-79.1019,48.1758,#FA3E0C
-72.58459,49.72512,#FA3E0C
-73.712334,45.423459,#17FA2B
-74.91939,46.23322,#FA3E0C
-66.7403,48.0126,#FA3E0C
-72.1406,49.0406,#FA3E0C
-73.709542,45.399615,#17FA2B
-79.14903,48.48591,#FA3E0C
-76.9617,49.0325,#FA3E0C
-69.43342,49.58333,#FA3E0C
-122.909894,49.236822,#17FA2B
-75.611154,45.430959,#17FA2B
-71.86843,46.381,#FA3E0C
-75.75568,45.98142,#FA3E0C
-74.3435,46.1838,#FA3E0C
-79.352303,43.873396,#17FA2B
-75.607171,45.401964,#17FA2B
-79.255675,43.685487,#17FA2B
-78.57877,53.77968,#FA3E0C
-122.721151,49.124862,#17FA2B
-75.813654,45.364988,#17FA2B
-77.32291,46.3729,#FA3E0C
-71.08876,46.16337,#FA3E0C
-114.173467,51.006251,#17FA2B
-70.6883,46.7817,#FA3E0C
-113.934306,51.109507,#17FA2B
-113.939383,51.078017,#17FA2B
-76.0879,45.594,#FA3E0C
-114.05038,51.045777,#17FA2B
-73.688441,45.642172,#17FA2B
-73.0377,46.38549,#FA3E0C
-75.8466,45.6427,#FA3E0C
-122.874453,49.13249,#17FA2B
-79.305056,43.890385,#17FA2B
-122.937879,49.257743,#17FA2B
-65.97707,48.18016,#FA3E0C
-67.46664,49.67836,#FA3E0C
-78.80383,47.88729,#FA3E0C
-123.04576,49.255816,#17FA2B
-71.3787,46.61391,#FA3E0C
-72.72261,46.41337,#FA3E0C
-114.072825,51.14132,#17FA2B
-73.520549,45.594572,#17FA2B
-72.69961,51.34772,#FA3E0C
-75.673361,45.385252,#17FA2B
-75.06553,48.94634,#FA3E0C
-113.999567,51.020238,#17FA2B
-75.97424,45.72242,#FA3E0C
-79.21639,48.02068,#FA3E0C
-70.79955,48.28327,#FA3E0C
-79.351412,43.820959,#17FA2B
-74.80601,46.26709,#FA3E0C
-79.29373,48.80666,#FA3E0C
-75.12943,49.29587,#FA3E0C
-75.91771,46.48861,#FA3E0C
-76.14268,47.56115,#FA3E0C
-75.587817,45.445179,#17FA2B
-75.820337,45.345619,#17FA2B
-75.55464,46.40708,#FA3E0C
-72.68328,45.5027,#FA3E0C
-71.1193,48.35132,#FA3E0C
-73.508439,45.55704,#17FA2B
-75.768414,45.387905,#17FA2B
-72.32519,48.47332,#FA3E0C
-73.564436,45.600626,#17FA2B
-66.47293,50.86661,#FA3E0C
-122.802793,49.16444,#17FA2B
-76.52657,47.05486,#FA3E0C
-75.747194,45.437656,#17FA2B
-74.02508,45.9985,#FA3E0C
-73.788163,45.521251,#17FA2B
-114.112144,51.164312,#17FA2B
-73.626821,45.611805,#17FA2B
-68.16389,49.69455,#FA3E0C
-79.315852,43.729367,#17FA2B
-79.667044,43.745965,#17FA2B
-78.42553,49.30036,#FA3E0C
-73.80487,45.95983,#FA3E0C
-72.5703,46.38549,#FA3E0C
-70.32161,46.31385,#FA3E0C
-74.18942,45.75719,#FA3E0C
-73.6997,45.2219,#FA3E0C
-69.64309,49.58184,#FA3E0C
-73.42784,45.498606,#17FA2B
-113.939069,51.16427,#17FA2B
-123.084933,49.126911,#17FA2B
-72.89578,46.45983,#FA3E0C
-73.649343,45.559205,#17FA2B
-73.442165,45.438284,#17FA2B
-76.00916,46.28058,#FA3E0C
-122.757149,49.110166,#17FA2B
-73.65263,45.17656,#FA3E0C
-122.92013,49.268007,#17FA2B
-73.53869,48.33004,#FA3E0C
-67.7956,48.13819,#FA3E0C
-79.47285,48.51799,#FA3E0C
-75.819016,45.401917,#17FA2B
-75.767927,45.325076,#17FA2B
-73.9936,45.9,#FA3E0C
-74.11236,49.76889,#FA3E0C
-75.706659,45.465491,#17FA2B
-69.87714,46.95624,#FA3E0C
-74.55423,49.54766,#FA3E0C
-79.0523,48.19724,#FA3E0C
-70.41903,48.21073,#FA3E0C
-114.122641,50.986486,#17FA2B
-79.596623,43.890138,#17FA2B
-79.30501,48.18825,#FA3E0C
-74.11405,45.51439,#FA3E0C
-79.70877,43.647471,#17FA2B
-73.893167,45.410161,#17FA2B
-122.856919,49.18304,#17FA2B
-114.124452,50.905567,#17FA2B
-77.4133,46.1285,#FA3E0C
-69.40989,48.40708,#FA3E0C
-79.725919,43.638606,#17FA2B
-75.744188,45.406616,#17FA2B
-73.445807,45.55154,#17FA2B
-122.885054,49.174675,#17FA2B
-75.84546,50.84233,#FA3E0C
-79.39075,48.76169,#FA3E0C
-79.26857,48.19634,#FA3E0C
-75.51891,45.73412,#FA3E0C
-73.26648,47.73052,#FA3E0C
-72.44988,51.09592,#FA3E0C
-122.758229,49.172614,#17FA2B
-75.6781,45.7164,#FA3E0C
-72.92561,46.44544,#FA3E0C
-71.71941,45.11841,#FA3E0C
-73.469987,45.640959,#17FA2B
-123.147232,49.193717,#17FA2B
-73.768953,45.481214,#17FA2B
-77.49454,48.76439,#FA3E0C
-79.485126,43.812795,#17FA2B
-122.782639,49.174155,#17FA2B
-122.946186,49.160808,#17FA2B
-73.91385,50.2536,#FA3E0C
-73.854654,45.503985,#17FA2B
-67.58863,52.35492,#FA3E0C
-74.69814,46.07644,#FA3E0C
-74.4315,45.90888,#FA3E0C
-75.71424,45.424774,#17FA2B
-69.91686,47.8819,#FA3E0C
-75.97001,53.14808,#FA3E0C
-72.3578,45.51,#FA3E0C
-114.056064,50.938141,#17FA2B
-77.56351,50.57734,#FA3E0C
-73.549759,45.616137,#17FA2B
-123.092901,49.22483,#17FA2B
-75.633154,45.356363,#17FA2B
-75.5406,46.2536,#FA3E0C
-74.2555,45.401,#FA3E0C
-71.74737,46.93555,#FA3E0C
-69.61066,50.03597,#FA3E0C
-73.19781,47.77338,#FA3E0C
-78.90303,48.7494,#FA3E0C
-79.316697,43.909021,#17FA2B
-78.96762,48.19814,#FA3E0C
-122.916614,49.253266,#17FA2B
-74.56648,46.06655,#FA3E0C
-71.39972,54.27698,#FA3E0C
-114.145474,51.045417,#17FA2B
-64.61522,48.3756,#FA3E0C
-74.73438,46.28507,#FA3E0C
-75.72511,45.402206,#17FA2B
-79.270773,43.824373,#17FA2B
-70.78494,46.55936,#FA3E0C
-114.168907,51.158915,#17FA2B
-122.931946,49.158998,#17FA2B
-73.552065,45.568917,#17FA2B
-75.718954,45.334871,#17FA2B
-79.561717,43.643105,#17FA2B
-71.49441,49.96343,#FA3E0C
-122.892107,49.25704,#17FA2B
-75.713592,45.39073,#17FA2B
-75.784018,45.443546,#17FA2B
-79.272804,43.829215,#17FA2B
-73.75387,46.34413,#FA3E0C
-74.40273,49.80936,#FA3E0C
-73.45673,48.31565,#FA3E0C
-123.065644,49.250348,#17FA2B
-71.85411,46.36841,#FA3E0C
-66.83465,48.01799,#FA3E0C
-73.433896,45.595827,#17FA2B
-74.7041,45.9769,#FA3E0C
-114.085638,50.90463,#17FA2B
-79.378237,43.859732,#17FA2B
-73.865711,45.569503,#17FA2B
-73.56988,48.05936,#FA3E0C
-79.44933,48.95624,#FA3E0C
-122.949531,49.233371,#17FA2B
-122.874982,49.153729,#17FA2B
-79.15163,48.84772,#FA3E0C
-76.20244,49.99311,#FA3E0C
-78.87061,46.89089,#FA3E0C
-123.018204,49.253735,#17FA2B
-75.632648,45.451494,#17FA2B
-73.790479,45.561971,#17FA2B
-78.58977,49.08783,#FA3E0C
-113.944668,50.98608,#17FA2B
-73.627624,45.458422,#17FA2B
-72.15385,45.42026,#FA3E0C
-74.0992,46.1964,#FA3E0C
-114.109453,50.898162,#17FA2B
-72.9353,49.2011,#FA3E0C
-70.60489,51.24761,#FA3E0C
-114.05317,50.90283,#17FA2B
-71.45244,48.56115,#FA3E0C
-122.996273,49.261537,#17FA2B
-70.20886,50.65978,#FA3E0C
-114.136137,50.925797,#17FA2B
-73.74807,45.521535,#17FA2B
-79.730239,43.740734,#17FA2B
-74.0161,45.9178,#FA3E0C
-74.09088,48.35312,#FA3E0C
-73.71631,46.04137,#FA3E0C
-64.6301,48.38819,#FA3E0C
-122.848123,49.156662,#17FA2B
-78.27562,47.92566,#FA3E0C
-73.72926,46.06655,#FA3E0C
-75.775554,45.443168,#17FA2B
-114.126279,50.903953,#17FA2B
-73.77693,46.71343,#FA3E0C
-123.061755,49.256081,#17FA2B
-78.73956,46.42116,#FA3E0C
-113.986716,50.988994,#17FA2B
-77.00897,51.92206,#FA3E0C
-75.605628,45.404021,#17FA2B
-79.509339,43.733902,#17FA2B
-73.78246,45.621619,#17FA2B
-114.002635,51.109772,#17FA2B
-73.498143,45.572132,#17FA2B
-122.907142,49.121499,#17FA2B
-78.51914,47.74041,#FA3E0C
-79.704119,43.894577,#17FA2B
-70.96078,46.54047,#FA3E0C
-78.57389,48.20084,#FA3E0C
-73.415312,45.515025,#17FA2B
-79.637888,43.702003,#17FA2B
-74.40969,49.89089,#FA3E0C
-72.97784,49.5045,#FA3E0C
-73.426495,45.517262,#17FA2B
-77.93262,53.08873,#FA3E0C
-79.0192,53.92026,#FA3E0C
-75.765421,45.378407,#17FA2B
-76.8268,46.51619,#FA3E0C
-77.7347,49.7281,#FA3E0C
-78.72807,48.98861,#FA3E0C
-122.81847,49.162354,#17FA2B
-79.476538,43.674002,#17FA2B
-123.1436,49.166626,#17FA2B
-123.134045,49.199482,#17FA2B
-72.49484,45.76799,#FA3E0C
-72.62952,49.17656,#FA3E0C
-75.753108,45.348851,#17FA2B
-77.93343,47.51079,#FA3E0C
-77.38418,48.36841,#FA3E0C
-72.13367,51.18106,#FA3E0C
-122.994402,49.142395,#17FA2B
-71.33049,50.78777,#FA3E0C
-73.601378,45.449953,#17FA2B
-71.59904,45.18915,#FA3E0C
-73.622245,45.581974,#17FA2B
-123.077789,49.198853,#17FA2B
-72.79219,47.34952,#FA3E0C
-78.04203,49.21343,#FA3E0C
-114.136267,51.155719,#17FA2B
-122.863488,49.121648,#17FA2B
-79.17789,48.6238,#FA3E0C
-65.20181,49.22062,#FA3E0C
-72.12691,49.00719,#FA3E0C
-64.62837,48.89359,#FA3E0C
-76.92823,46.43465,#FA3E0C
-73.85605,45.79047,#FA3E0C
-114.111854,51.050698,#17FA2B
-72.60117,46.64269,#FA3E0C
-69.02943,48.13549,#FA3E0C
-72.53321,51.10132,#FA3E0C
-68.69382,50.18106,#FA3E0C
-123.134967,49.172582,#17FA2B
-113.986354,50.960535,#17FA2B
-75.630473,45.400118,#17FA2B
-114.062486,51.06365,#17FA2B
-74.2475,46.2297,#FA3E0C
-71.7297,48.34412,#FA3E0C
-114.111963,50.929481,#17FA2B
-71.75387,46.33783,#FA3E0C
-74.35716,45.95893,#FA3E0C
-122.954528,49.137911,#17FA2B
-76.67551,47.45983,#FA3E0C
-122.968957,49.259008,#17FA2B
-73.3986,46.4267,#FA3E0C
-122.740943,49.150052,#17FA2B
-122.797236,49.202133,#17FA2B
-75.16023,45.66247,#FA3E0C
-75.683138,45.335649,#17FA2B
-79.14893,48.77878,#FA3E0C
-113.972359,51.16849,#17FA2B
-73.589628,45.550078,#17FA2B
-79.176,48.98322,#FA3E0C
-113.97164,50.945978,#17FA2B
-73.44239,45.551113,#17FA2B
-72.64048,46.61571,#FA3E0C
-113.956926,50.934063,#17FA2B
-73.567268,45.400128,#17FA2B
-114.031992,50.93866,#17FA2B
-72.83653,46.79766,#FA3E0C
-73.809164,45.543102,#17FA2B
-123.039075,49.116214,#17FA2B
-72.80674,47.44904,#FA3E0C
-70.62799,45.76439,#FA3E0C
-75.674269,45.364902,#17FA2B
-122.970496,49.180563,#17FA2B
-75.14903,48.46613,#FA3E0C
-70.7971,46.0824,#FA3E0C
-75.806009,45.424111,#17FA2B
-75.705082,45.462667,#17FA2B
-72.36657,45.56205,#FA3E0C
-73.27157,45.66157,#FA3E0C
-79.246448,43.813,#17FA2B
-113.94305,50.997194,#17FA2B
-71.77211,45.16757,#FA3E0C
-75.719114,45.382296,#17FA2B
-72.67675,47.52788,#FA3E0C
-77.4188,46.5229,#FA3E0C
-114.162709,50.898269,#17FA2B
-75.689124,45.408998,#17FA2B
-79.324649,43.696492,#17FA2B
-113.995406,50.98166,#17FA2B
-79.23668,47.52968,#FA3E0C
-75.0112,45.6874,#FA3E0C
-75.95603,45.94634,#FA3E0C
-77.37863,46.71883,#FA3E0C
-71.38878,49.83513,#FA3E0C
-72.9294,46.6186,#FA3E0C
-79.666386,43.789401,#17FA2B
-77.25737,47.55666,#FA3E0C
-73.14453,46.32554,#FA3E0C
-113.922643,51.09118,#17FA2B
-69.36626,48.68735,#FA3E0C
-73.788036,45.468111,#17FA2B
-122.793371,49.166675,#17FA2B
-72.38135,50.45983,#FA3E0C
-79.39031,49.57824,#FA3E0C
-73.7722,45.9153,#FA3E0C
-122.808064,49.237689,#17FA2B
-69.00649,49.04856,#FA3E0C
-74.5178,46.2838,#FA3E0C
-79.458967,43.803185,#17FA2B
-75.57622,50.77968,#FA3E0C
-66.74193,48.01439,#FA3E0C
-75.2819,49.8247,#FA3E0C
-76.59528,50.02518,#FA3E0C
-73.902502,45.423548,#17FA2B
-73.741284,45.57114,#17FA2B
-77.93823,49.06475,#FA3E0C
-75.655,52.5425,#FA3E0C
-72.4117,46.545,#FA3E0C
-75.8342,49.1661,#FA3E0C
-75.680809,45.451262,#17FA2B
-75.88618,47.27608,#FA3E0C
-73.850105,45.632991,#17FA2B
-72.11522,45.631,#FA3E0C
-69.10633,47.8783,#FA3E0C
-73.4492,48.1763,#FA3E0C
-78.63377,46.8819,#FA3E0C
-114.010047,51.067073,#17FA2B
-73.08727,45.38999,#FA3E0C
-78.382,47.58094,#FA3E0C
-73.51359,45.8702,#FA3E0C
-73.554979,45.462776,#17FA2B
-122.737942,49.169607,#17FA2B
-74.1188,45.95444,#FA3E0C
-77.87867,48.49311,#FA3E0C
-73.421512,45.468439,#17FA2B
-73.481525,45.64242,#17FA2B
-73.68045,45.71163,#FA3E0C
-68.5393,49.18825,#FA3E0C
-114.118082,50.921748,#17FA2B
-79.285785,43.810182,#17FA2B
-79.374916,43.7704,#17FA2B
-75.77756,45.34949,#17FA2B
-72.30364,45.85222,#FA3E0C
-73.557943,45.517797,#17FA2B
-74.23025,46.92746,#FA3E0C
-114.142362,50.953347,#17FA2B
-70.70456,50.70084,#FA3E0C
-123.033554,49.192492,#17FA2B
-122.8486,49.175437,#17FA2B
-73.43902,46.1229,#FA3E0C
-71.31135,45.93915,#FA3E0C
-113.944699,51.101619,#17FA2B
-72.74301,49.95174,#FA3E0C
-71.55612,48.6283,#FA3E0C
-72.02491,46.15528,#FA3E0C
-66.38287,50.30756,#FA3E0C
-123.135742,49.095868,#17FA2B
-69.17823,50.27968,#FA3E0C
-122.858369,49.204277,#17FA2B
-72.76667,45.44814,#FA3E0C
-74.40375,45.88999,#FA3E0C
-114.062237,51.100408,#17FA2B
-113.937548,51.163607,#17FA2B
-122.809227,49.225059,#17FA2B
-77.5483,48.1328,#FA3E0C
-73.2269,45.9581,#FA3E0C
-75.587137,45.378257,#17FA2B
-76.46651,45.71613,#FA3E0C
-76.43855,47.68825,#FA3E0C
-113.977488,51.033236,#17FA2B
-72.60094,47.89449,#FA3E0C
-78.26388,48.67026,#FA3E0C
-75.08074,46.0018,#FA3E0C
-78.67618,46.97962,#FA3E0C
-77.84934,48.09323,#FA3E0C
-74.19515,50.2485,#FA3E0C
-79.294454,43.826862,#17FA2B
-78.58729,48.04946,#FA3E0C
-122.761613,49.188553,#17FA2B
-75.92335,46.19095,#FA3E0C
-75.652735,45.426345,#17FA2B
-72.40263,45.17746,#FA3E0C
-75.573191,45.355785,#17FA2B
-113.983463,51.022977,#17FA2B
-114.044742,50.935184,#17FA2B
-73.74356,45.70444,#FA3E0C
-78.45621,48.91607,#FA3E0C
-79.376704,43.843063,#17FA2B
-79.652797,43.912107,#17FA2B
-76.055,45.70444,#FA3E0C
-114.126938,50.981996,#17FA2B
-74.14083,45.8765,#FA3E0C
-76.03832,45.6328,#FA3E0C
-69.11735,47.56835,#FA3E0C
-77.6683,48.1605,#FA3E0C
-79.557596,43.671246,#17FA2B
-75.08922,45.83513,#FA3E0C
-75.8997,46.45084,#FA3E0C
-78.23146,47.21883,#FA3E0C
-75.691457,45.340393,#17FA2B
-75.630314,45.412924,#17FA2B
-79.379221,43.83742,#17FA2B
-122.886648,49.191389,#17FA2B
-75.46452,50.67476,#FA3E0C
-79.467891,43.875924,#17FA2B
-78.71154,47.30576,#FA3E0C
-78.66845,47.72062,#FA3E0C
-79.702587,43.855227,#17FA2B
-76.6226,52.2485,#FA3E0C
-74.73583,50.59682,#FA3E0C
-113.996091,51.041574,#17FA2B
-113.987813,51.147549,#17FA2B
-71.07549,55.00899,#FA3E0C
-122.874743,49.24768,#17FA2B
-70.2994,50.4178,#FA3E0C
-73.19054,45.90978,#FA3E0C
-73.458959,45.423651,#17FA2B
-73.536762,45.497144,#17FA2B
-79.531809,43.755885,#17FA2B
-122.995595,49.261235,#17FA2B
-74.09324,45.72512,#FA3E0C
-114.102477,51.14004,#17FA2B
-69.30925,47.75719,#FA3E0C
-72.56183,54.15348,#FA3E0C
-77.27218,50.77248,#FA3E0C
-73.9326,46.06655,#FA3E0C
-73.806895,45.547536,#17FA2B
-114.148124,51.166282,#17FA2B
-113.917675,51.136583,#17FA2B
-114.121454,50.994115,#17FA2B
-123.133474,49.147795,#17FA2B
-75.610977,45.385318,#17FA2B
-73.609338,45.60923,#17FA2B
-66.35764,50.21253,#FA3E0C
-72.45514,47.03238,#FA3E0C
-71.43768,49.50719,#FA3E0C
-77.63321,51.81565,#FA3E0C
-74.94275,46.27248,#FA3E0C
-73.559212,45.401492,#17FA2B
-69.15789,52.05756,#FA3E0C
-122.975814,49.261412,#17FA2B
-75.1066,50.1474,#FA3E0C
-75.40967,49.98232,#FA3E0C
-75.83179,45.361303,#17FA2B
-122.785271,49.258376,#17FA2B
-76.27422,45.58274,#FA3E0C
-75.89725,45.98412,#FA3E0C
-76.7861,51.1094,#FA3E0C
-72.57948,45.61211,#FA3E0C
-75.792011,45.373459,#17FA2B
-79.484035,43.6359,#17FA2B
-113.983604,51.004067,#17FA2B
-79.25551,47.91337,#FA3E0C
-123.164218,49.268427,#17FA2B
-71.38128,48.63729,#FA3E0C
-73.541566,45.405863,#17FA2B
-113.963749,50.926756,#17FA2B
-77.83387,48.5027,#FA3E0C
-69.85539,48.66517,#FA3E0C
-72.42806,48.5018,#FA3E0C
-78.0711,48.4339,#FA3E0C
-71.8437,47.0231,#FA3E0C
-73.724633,45.610828,#17FA2B
-69.90595,47.84772,#FA3E0C
-122.977462,49.270228,#17FA2B
-73.526641,45.428451,#17FA2B
-122.82006,49.167065,#17FA2B
-114.1007,51.066191,#17FA2B
-123.074728,49.148792,#17FA2B
-73.864996,45.64185,#17FA2B
-76.77376,47.20983,#FA3E0C
-77.1612,48.84952,#FA3E0C
-76.74325,48.24491,#FA3E0C
-72.24608,46.54856,#FA3E0C
-71.47417,48.57554,#FA3E0C
-70.76855,47.13999,#FA3E0C
-79.06172,48.25989,#FA3E0C
-122.958384,49.180341,#17FA2B
-73.619141,45.616134,#17FA2B
-113.994426,50.971779,#17FA2B
-79.52181,43.690986,#17FA2B
-70.755,50.0506,#FA3E0C
-79.529998,43.910925,#17FA2B
-76.1475,45.7833,#FA3E0C
-71.68677,45.81565,#FA3E0C
-67.45086,48.79227,#FA3E0C
-114.059991,50.963227,#17FA2B
-73.95427,51.0027,#FA3E0C
-75.672865,45.397464,#17FA2B
-122.88798,49.170044,#17FA2B
-72.58204,45.7485,#FA3E0C
-72.7253,48.9138,#FA3E0C
-79.585314,43.888946,#17FA2B
-75.672948,45.331021,#17FA2B
-75.805623,45.393237,#17FA2B
-74.6783,46.3469,#FA3E0C
-79.528808,43.80888,#17FA2B
-73.800629,45.495917,#17FA2B
-70.55914,50.79766,#FA3E0C
-74.9111,49.5469,#FA3E0C
-75.31679,49.27518,#FA3E0C
-123.143177,49.146755,#17FA2B
-70.3199,47.96973,#FA3E0C
-78.0143,47.35582,#FA3E0C
-61.8633,51.5378,#FA3E0C
-79.289724,43.640188,#17FA2B
-79.61675,43.743786,#17FA2B
-75.3557,48.907,#FA3E0C
-75.679853,45.37435,#17FA2B
-73.690387,45.426659,#17FA2B
-123.186605,49.269141,#17FA2B
-73.448791,45.499046,#17FA2B
-70.73519,48.09862,#FA3E0C
-68.89869,49.41847,#FA3E0C
-79.13564,48.18735,#FA3E0C
-73.52862,48.89449,#FA3E0C
-73.9192,46.3353,#FA3E0C
-77.79064,47.6229,#FA3E0C
-59.12153,51.85762,#FA3E0C
-69.46689,49.31115,#FA3E0C
-113.968478,51.139816,#17FA2B
-71.355,46.7072,#FA3E0C
-76.77151,49.11211,#FA3E0C
-79.479308,43.73719,#17FA2B
-74.71361,46.21253,#FA3E0C
-73.95036,47.90708,#FA3E0C
-73.63041,45.520664,#17FA2B
-72.55355,46.0054,#FA3E0C
-72.67833,50.21073,#FA3E0C
-74.87641,46.17566,#FA3E0C
-78.8006,48.7527,#FA3E0C
-73.712574,45.616682,#17FA2B
-76.38949,48.55846,#FA3E0C
-123.063861,49.108094,#17FA2B
-74.43867,49.81655,#FA3E0C
-123.171451,49.151489,#17FA2B
-113.999312,50.96727,#17FA2B
-78.82427,53.47332,#FA3E0C
-73.493669,45.547638,#17FA2B
-72.06406,45.58603,#FA3E0C
-70.94726,48.31475,#FA3E0C
-123.065961,49.14342,#17FA2B
-71.5839,46.7725,#FA3E0C
-76.06911,45.93735,#FA3E0C
-72.30716,46.59682,#FA3E0C
-79.20423,48.08423,#FA3E0C
-64.38264,50.631,#FA3E0C
-77.96897,48.18825,#FA3E0C
-67.3043,49.42296,#FA3E0C
-72.07543,46.91607,#FA3E0C
-75.61391,45.452011,#17FA2B
-79.309408,43.815088,#17FA2B
-75.771965,45.346704,#17FA2B
-75.77771,45.337742,#17FA2B
-76.94289,47.3819,#FA3E0C
-72.72776,46.57824,#FA3E0C
-71.6043,45.8912,#FA3E0C
-77.1994,46.1722,#FA3E0C
-71.47011,48.55126,#FA3E0C
-122.870806,49.20471,#17FA2B
-73.755991,45.639443,#17FA2B
-75.768411,45.329106,#17FA2B
-78.60877,48.08963,#FA3E0C
-73.75304,46.01799,#FA3E0C
-73.52677,48.10132,#FA3E0C
-72.921,46.91847,#FA3E0C
-114.089121,50.984548,#17FA2B
-74.93567,45.65168,#FA3E0C
-72.78153,47.38549,#FA3E0C
-79.367426,43.909386,#17FA2B
-73.59596,48.59592,#FA3E0C
-79.387335,43.679421,#17FA2B
-114.099754,51.00409,#17FA2B
-68.51353,49.89269,#FA3E0C
-66.35765,50.21073,#FA3E0C
-73.807102,45.563398,#17FA2B
-74.13822,45.93375,#FA3E0C
-72.86915,49.95084,#FA3E0C
-75.610169,45.385991,#17FA2B
-75.712202,45.413214,#17FA2B
-68.28653,49.20444,#FA3E0C
-67.47282,51.05666,#FA3E0C
-114.021429,51.10788,#17FA2B
-73.45838,49.59053,#FA3E0C
-123.124093,49.25151,#17FA2B
-72.80723,46.43735,#FA3E0C
-71.5247,45.0675,#FA3E0C
-114.089752,51.132161,#17FA2B
-73.737586,45.483362,#17FA2B
-114.15733,51.043951,#17FA2B
-79.279382,43.804769,#17FA2B
-79.28412,47.45534,#FA3E0C
-76.84428,46.89629,#FA3E0C
-122.878928,49.199579,#17FA2B
-67.46955,49.47063,#FA3E0C
-122.805238,49.120976,#17FA2B
-122.737353,49.219579,#17FA2B
-68.26993,48.19365,#FA3E0C
-75.597485,45.335678,#17FA2B
-73.734256,45.636018,#17FA2B
-78.41091,51.33423,#FA3E0C
-75.743626,45.470216,#17FA2B
-122.923041,49.249263,#17FA2B
-123.098579,49.117114,#17FA2B
-114.146999,50.948767,#17FA2B
-73.825409,45.558324,#17FA2B
